Agent,attribute,value,intra_p,excl_p,v_score
Playwright,resOverflow_depth,24165,0.01,1.0,0.01
Playwright,resOverflow_depth,23920,0.01,1.0,0.01
Playwright,resOverflow_depth,24475,0.01,1.0,0.01
Playwright,resOverflow_depth,24587,0.01,1.0,0.01
Playwright,resOverflow_depth,24898,0.01,1.0,0.01
Playwright,resOverflow_depth,24245,0.01,1.0,0.01
Playwright,resOverflow_depth,16556,0.01,1.0,0.01
Playwright,resOverflow_depth,19850,0.01,1.0,0.01
Playwright,resOverflow_depth,21915,0.01,1.0,0.01
Playwright,resOverflow_depth,20590,0.01,1.0,0.01
Playwright,resOverflow_depth,16668,0.01,1.0,0.01
Playwright,resOverflow_depth,24326,0.01,1.0,0.01
Playwright,resOverflow_depth,24529,0.01,1.0,0.01
Playwright,resOverflow_depth,24515,0.01,1.0,0.01
Playwright,resOverflow_depth,25346,0.01,1.0,0.01
Playwright,resOverflow_depth,24123,0.01,1.0,0.01
Playwright,resOverflow_depth,10721,0.01,1.0,0.01
Playwright,resOverflow_depth,24977,0.01,1.0,0.01
Playwright,resOverflow_depth,24880,0.01,1.0,0.01
Playwright,resOverflow_depth,24857,0.01,1.0,0.01
Playwright,resOverflow_depth,24409,0.01,1.0,0.01
Playwright,resOverflow_depth,24841,0.01,1.0,0.01
Playwright,resOverflow_depth,24286,0.01,1.0,0.01
Playwright,resOverflow_depth,24488,0.01,1.0,0.01
Playwright,resOverflow_depth,24894,0.01,1.0,0.01
Playwright,resOverflow_depth,25101,0.01,1.0,0.01
Playwright,resOverflow_depth,25141,0.01,1.0,0.01
Playwright,resOverflow_depth,24490,0.01,1.0,0.01
Playwright,battery_onchargingtimechange,MISSING,1.0,0.0,0.0
Playwright,userAgentData_brands,MISSING,0.7,0.6016,0.4211
Playwright,userAgentData_brands,Chromium:145|Not:A-Brand:99,0.3,0.9236,0.2771
Playwright,screen_height,800,1.0,1.0,1.0
Playwright,userAgentData_formFactors,MISSING,0.7,0.5685,0.398
Playwright,userAgentData_formFactors,Desktop,0.3,0.4315,0.1294
Playwright,sec-ch-ua,"""Chromium"";v=""145"", ""Not:A-Brand"";v=""99""",0.5,0.9606,0.4803
Playwright,sec-ch-ua,MISSING,0.5,0.9063,0.4531
Playwright,upgrade-insecure-requests,MISSING,1.0,0.0,0.0
Playwright,multiMediaDevices_speakers,1,0.5,0.3071,0.1535
Playwright,multiMediaDevices_speakers,0,0.5,0.6953,0.3476
Playwright,permissions_push,NOT_SUPPORTED,0.5,0.0937,0.0469
Playwright,permissions_push,prompt,0.5,0.9063,0.4531
Playwright,permissions_notifications,prompt,1.0,0.5898,0.5898
Playwright,permissions_clipboard-write,granted,0.5,0.5213,0.2606
Playwright,permissions_clipboard-write,NOT_SUPPORTED,0.5,0.7764,0.3882
Playwright,userAgentData,MISSING,0.4,0.6843,0.2737
Playwright,userAgentData,SUPPORTED,0.3,0.3984,0.1195
Playwright,userAgentData,NOT_SUPPORTED,0.3,0.9173,0.2752
Playwright,hardwareConcurrency,8,1.0,0.3535,0.3535
Playwright,battery_chargingTime,0,0.5,0.3575,0.1787
Playwright,battery_chargingTime,MISSING,0.5,0.7693,0.3846
Playwright,battery_charging,True,0.5,0.2031,0.1016
Playwright,battery_charging,MISSING,0.5,0.9063,0.4531
Playwright,battery_dischargingTime,MISSING,1.0,0.0984,0.0984
Playwright,navigator_properties_hash,XY0_CstcP1u9,0.5,0.4181,0.2091
Playwright,navigator_properties_hash,af_j_LS2019b,0.5,0.9142,0.4571
Playwright,audioFormats_audio/3gpp,MISSING,1.0,0.1622,0.1622
Playwright,cf-ipcountry,MISSING,1.0,0.0,0.0
Playwright,userAgentData_bitness,MISSING,0.7,0.5685,0.398
Playwright,userAgentData_bitness,64,0.3,0.4315,0.1294
Playwright,plugins,Plugin 0: PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 1: Chrome PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 2: Chromium PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 3: Microsoft Edge PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 4: WebKit built-in PDF; Portable Document Format; internal-pdf-viewer. ,0.5,0.2921,0.1461
Playwright,plugins,none,0.5,0.8378,0.4189
Playwright,window_outer_height,885,0.5,1.0,0.5
Playwright,window_outer_height,800,0.5,1.0,0.5
Playwright,deviceMemory,8.0,0.5,0.0945,0.0472
Playwright,deviceMemory,NOT_SUPPORTED,0.5,0.9063,0.4531
Playwright,battery_level,1,0.5,0.4276,0.2138
Playwright,battery_level,MISSING,0.5,0.9063,0.4531
Playwright,sec-fetch-site,same-site,1.0,0.0,0.0
Playwright,resOverflow_errorStacklength,924,0.25,0.9008,0.2252
Playwright,resOverflow_errorStacklength,10496,0.25,0.9465,0.2366
Playwright,resOverflow_errorStacklength,12416,0.2,0.9693,0.1939
Playwright,resOverflow_errorStacklength,1008,0.1,0.7787,0.0779
Playwright,resOverflow_errorStacklength,1074,0.1,0.9362,0.0936
Playwright,resOverflow_errorStacklength,864,0.05,0.9685,0.0484
Playwright,resOverflow_errorStacklength,9728,0.05,0.9906,0.0495
Playwright,window_inner_width,1280,1.0,0.8315,0.8315
Playwright,connection-js,SUPPORTED,0.5,0.0937,0.0469
Playwright,connection-js,NOT_SUPPORTED,0.5,0.9063,0.4531
Playwright,alt-used,MISSING,1.0,0.015,0.015
Playwright,userAgent-js,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",0.5,0.9606,0.4803
Playwright,userAgent-js,Mozilla/5.0 (X11; Linux x86_64; rv:146.0) Gecko/20100101 Firefox/146.0,0.5,1.0,0.5
Playwright,detailChrome_sendMessage,59,0.5,0.1843,0.0921
Playwright,detailChrome_sendMessage,MISSING,0.5,0.9063,0.4531
Playwright,hasChrome,True,0.5,0.0937,0.0469
Playwright,hasChrome,False,0.5,0.9063,0.4531
Playwright,connection-js_rtt,MISSING,0.5,0.9063,0.4531
Playwright,connection-js_rtt,0,0.27,0.9354,0.2526
Playwright,connection-js_rtt,100,0.18,0.6386,0.1149
Playwright,connection-js_rtt,150,0.05,0.8386,0.0419
Playwright,permissions,SUPPORTED,1.0,0.0,0.0
Playwright,connection-js_downlinkMax,MISSING,1.0,0.0,0.0
Playwright,cdn-loop,MISSING,1.0,0.0,0.0
Playwright,audioContext_state,suspended,1.0,0.4197,0.4197
Playwright,multiMediaDevices,SUPPORTED,1.0,0.0024,0.0024
Playwright,detailChrome_runtime,NOT_SUPPORTED,0.5,0.1843,0.0921
Playwright,detailChrome_runtime,MISSING,0.5,0.9063,0.4531
Playwright,"videoFormats_video/ogg; codecs=""opus""",probably,0.5,0.0937,0.0469
Playwright,"videoFormats_video/ogg; codecs=""opus""",MISSING,0.5,0.9063,0.4531
Playwright,permissions_camera,prompt,1.0,0.4276,0.4276
Playwright,multiMediaDevices_webcams,1,1.0,0.2339,0.2339
Playwright,permissions_accelerometer,granted,0.5,0.5213,0.2606
Playwright,permissions_accelerometer,NOT_SUPPORTED,0.5,0.7764,0.3882
Playwright,resOverflow_errorMessage,Maximum call stack size exceeded,0.5,0.0937,0.0469
Playwright,resOverflow_errorMessage,too much recursion,0.5,0.9063,0.4531
Playwright,userAgentData_model,MISSING,1.0,0.0,0.0
Playwright,videoFormats,SUPPORTED,1.0,0.0,0.0
Playwright,screen_pixel_depth,24,1.0,0.2441,0.2441
Playwright,user-agent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",0.5,0.9606,0.4803
Playwright,user-agent,Mozilla/5.0 (X11; Linux x86_64; rv:146.0) Gecko/20100101 Firefox/146.0,0.5,1.0,0.5
Playwright,audioFormats,SUPPORTED,1.0,0.0,0.0
Playwright,screen_availWidth,1280,1.0,0.9488,0.9488
Playwright,navigator_properties,SUPPORTED,1.0,0.0,0.0
Playwright,permissions_microphone,prompt,1.0,0.4276,0.4276
Playwright,webDriverValue,True,1.0,0.8433,0.8433
Playwright,sec-fetch-dest,empty,1.0,0.0,0.0
Playwright,screen_availTop,0,1.0,0.2614,0.2614
Playwright,window_outer_width,1288,0.5,1.0,0.5
Playwright,window_outer_width,1280,0.5,0.9488,0.4744
Playwright,battery_ondischargingtimechange,MISSING,1.0,0.0,0.0
Playwright,audioFormats_audio/aac,probably,0.5,0.0937,0.0469
Playwright,audioFormats_audio/aac,maybe,0.5,0.9063,0.4531
Playwright,x-forwarded-proto,https,1.0,0.0,0.0
Playwright,gyroscope,True,0.5,0.0937,0.0469
Playwright,gyroscope,False,0.5,0.9063,0.4531
Playwright,accept,*/*,1.0,0.0394,0.0394
Playwright,userAgentData_platformVersion,MISSING,1.0,0.174,0.174
Playwright,screen_availHeight,800,1.0,1.0,1.0
Playwright,languages-js,en-US,0.5,0.9024,0.4512
Playwright,languages-js,undefined,0.5,1.0,0.5
Playwright,audioFormats_audio/mpeg,probably,0.5,0.0937,0.0469
Playwright,audioFormats_audio/mpeg,maybe,0.5,0.9063,0.4531
Playwright,platform,Linux x86_64,1.0,0.2717,0.2717
Playwright,sec-ch-ua-mobile,?0,0.5,0.0937,0.0469
Playwright,sec-ch-ua-mobile,MISSING,0.5,0.9063,0.4531
Playwright,timezone,-60,1.0,0.4087,0.4087
Playwright,accept-language,"en-US,en;q=0.9",0.5,0.1795,0.0898
Playwright,accept-language,"en-US,en;q=0.5",0.5,0.9921,0.4961
Playwright,sec-ch-ua-form-factors,MISSING,1.0,0.0394,0.0394
Playwright,content-type,application/json,1.0,0.0,0.0
Playwright,userAgentData_platform,MISSING,0.7,0.6016,0.4211
Playwright,userAgentData_platform,Linux,0.3,0.5677,0.1703
Playwright,detailChrome_webstore,NOT_SUPPORTED,0.5,0.0937,0.0469
Playwright,detailChrome_webstore,MISSING,0.5,0.9063,0.4531
Playwright,audioContext,SUPPORTED,1.0,0.0,0.0
Playwright,signature-agent,MISSING,1.0,0.0512,0.0512
Playwright,permissions_payment-handler,granted,0.5,0.5213,0.2606
Playwright,permissions_payment-handler,NOT_SUPPORTED,0.5,0.7764,0.3882
Playwright,navigator_properties_total,79,0.5,0.4181,0.2091
Playwright,navigator_properties_total,45,0.5,0.9142,0.4571
Playwright,detailChrome_connect,55,0.5,0.1843,0.0921
Playwright,detailChrome_connect,MISSING,0.5,0.9063,0.4531
Playwright,sec-fetch-user,MISSING,1.0,0.0,0.0
Playwright,battery_onlevelchange,MISSING,1.0,0.0,0.0
Playwright,etsl,33,0.5,0.0937,0.0469
Playwright,etsl,37,0.5,0.9063,0.4531
Playwright,vendor,Google Inc.,0.5,0.0937,0.0469
Playwright,vendor,NOT_SUPPORTED,0.5,0.9063,0.4531
Playwright,client_width,1264,0.7,0.8882,0.6217
Playwright,client_width,1249,0.3,0.9433,0.283
Playwright,resOverflow_errorName,RangeError,0.5,0.0937,0.0469
Playwright,resOverflow_errorName,InternalError,0.5,0.9063,0.4531
Playwright,permissions_clipboard-read,prompt,0.5,0.5213,0.2606
Playwright,permissions_clipboard-read,NOT_SUPPORTED,0.5,0.7764,0.3882
Playwright,window_inner_height,800,1.0,0.8811,0.8811
Playwright,connection-js_downlink,MISSING,0.5,0.9063,0.4531
Playwright,connection-js_downlink,10,0.27,0.9386,0.2534
Playwright,connection-js_downlink,1.6,0.05,0.9039,0.0452
Playwright,connection-js_downlink,1.75,0.05,0.9189,0.0459
Playwright,connection-js_downlink,1.65,0.04,0.9094,0.0364
Playwright,connection-js_downlink,1.7,0.03,0.9205,0.0276
Playwright,connection-js_downlink,1.55,0.02,0.889,0.0178
Playwright,connection-js_downlink,1.45,0.02,0.8858,0.0177
Playwright,connection-js_downlink,1.5,0.02,0.8811,0.0176
Playwright,window_screenX,0,1.0,0.3535,0.3535
Playwright,cookie_behavior,ROTATING_COOKIE,1.0,0.4276,0.4276
Puppeteer,iframeChrome,object,0.5051,0.0944,0.0477
Puppeteer,iframeChrome,undefined,0.4949,0.9056,0.4482
Puppeteer,userAgentData_mobile,MISSING,0.697,0.6011,0.4189
Puppeteer,userAgentData_mobile,False,0.303,0.3989,0.1209
Puppeteer,chromeRuntimeProps,NOT_SUPPORTED,0.6061,0.369,0.2236
Puppeteer,chromeRuntimeProps,MISSING,0.3939,0.631,0.2486
Puppeteer,audioContext_sampleRate,48000,1.0,0.4422,0.4422
Puppeteer,permissions_midi,prompt,1.0,0.4272,0.4272
Puppeteer,host,api.example.org,1.0,0.0,0.0
Puppeteer,permissions_geolocation,prompt,1.0,0.4666,0.4666
Puppeteer,dnt,MISSING,1.0,0.0393,0.0393
Puppeteer,priority,"u=1, i",0.5051,0.5028,0.2539
Puppeteer,priority,u=4,0.4949,0.9056,0.4482
Puppeteer,signature,MISSING,1.0,0.0511,0.0511
Puppeteer,screen_left,MISSING,0.5051,0.0944,0.0477
Puppeteer,screen_left,0,0.4949,0.9135,0.4521
Puppeteer,doNotTrack,NC,1.0,0.0661,0.0661
Puppeteer,permissions_background-sync,granted,0.5051,0.5216,0.2635
Puppeteer,permissions_background-sync,NOT_SUPPORTED,0.4949,0.7758,0.384
Puppeteer,detailChrome_loadTimes,37,0.5051,0.1456,0.0735
Puppeteer,detailChrome_loadTimes,MISSING,0.4949,0.9056,0.4482
Puppeteer,sec-fetch-mode,cors,1.0,0.0,0.0
Puppeteer,battery_onchargingchange,MISSING,1.0,0.0,0.0
Puppeteer,origin,https://example.org,0.101,0.8482,0.0857
Puppeteer,origin,https://site1.example.org,0.101,0.9158,0.0925
Puppeteer,origin,https://site2.example.org,0.101,0.915,0.0924
Puppeteer,origin,https://site3.example.org,0.101,0.9048,0.0914
Puppeteer,origin,https://site4.example.org,0.101,0.8749,0.0884
Puppeteer,origin,https://site5.example.org,0.101,0.915,0.0924
Puppeteer,origin,https://site6.example.org,0.101,0.9103,0.092
Puppeteer,origin,https://site8.example.org,0.101,0.8749,0.0884
Puppeteer,origin,https://site7.example.org,0.101,0.9229,0.0932
Puppeteer,origin,https://site9.example.org,0.0909,0.9182,0.0835
Puppeteer,screen_availLeft,0,1.0,0.2203,0.2203
Puppeteer,content-length,31879.0,0.2525,0.9803,0.2476
Puppeteer,content-length,36017.0,0.101,0.9937,0.1004
Puppeteer,content-length,34734.0,0.101,1.0,0.101
Puppeteer,content-length,30929.0,0.101,0.9921,0.1002
Puppeteer,content-length,36020.0,0.0909,1.0,0.0909
Puppeteer,content-length,30928.0,0.0909,0.9921,0.0902
Puppeteer,content-length,34735.0,0.0808,1.0,0.0808
Puppeteer,content-length,36019.0,0.0606,1.0,0.0606
Puppeteer,content-length,31830.0,0.0505,0.9961,0.0503
Puppeteer,content-length,35978.0,0.0303,1.0,0.0303
Puppeteer,content-length,35977.0,0.0202,1.0,0.0202
Puppeteer,content-length,34736.0,0.0202,0.9984,0.0202
Puppeteer,connection-js_saveData,False,0.5051,0.0944,0.0477
Puppeteer,connection-js_saveData,MISSING,0.4949,0.9056,0.4482
Puppeteer,webGLRendererException,MISSING,0.3939,0.6837,0.2693
Puppeteer,webGLRendererException,t7TqrxctHGyb,0.303,0.4319,0.1309
Puppeteer,webGLRendererException,o0CpwrAikMDS,0.2525,0.9662,0.244
Puppeteer,webGLRendererException,TYcDiInOUT3B,0.0505,0.9945,0.0502
Puppeteer,connection,MISSING,1.0,0.0,0.0
Puppeteer,multiMediaDevices_micros,1,1.0,0.2219,0.2219
Puppeteer,cf-visitor,MISSING,1.0,0.0,0.0
Puppeteer,client_height,2362,0.303,0.9622,0.2916
Puppeteer,client_height,2401,0.303,0.9528,0.2887
Puppeteer,client_height,127,0.101,0.7986,0.0807
Puppeteer,client_height,27,0.101,0.9339,0.0943
Puppeteer,client_height,134,0.101,0.9843,0.0994
Puppeteer,client_height,34,0.0909,0.9843,0.0895
Puppeteer,buildID,NOT_SUPPORTED,0.5051,0.0944,0.0477
Puppeteer,buildID,20181001000000,0.4949,0.9056,0.4482
Puppeteer,cf-ray,MISSING,1.0,0.0,0.0
Puppeteer,detailChrome,SUPPORTED,0.5051,0.0944,0.0477
Puppeteer,detailChrome,NOT_SUPPORTED,0.4949,0.9056,0.4482
Puppeteer,sec-ch-ua-platform,"""Linux""",0.5051,0.4186,0.2114
Puppeteer,sec-ch-ua-platform,MISSING,0.4949,0.9056,0.4482
Puppeteer,detailChrome_csi,37,0.5051,0.1456,0.0735
Puppeteer,detailChrome_csi,MISSING,0.4949,0.9056,0.4482
Puppeteer,permissions_persistent-storage,prompt,1.0,0.4272,0.4272
Puppeteer,userAgentData_wow64,MISSING,0.697,0.6011,0.4189
Puppeteer,userAgentData_wow64,False,0.303,0.3989,0.1209
Puppeteer,keyboard,"`\[],0123456789=<abcdefghijklmnopqrstuvwxyz-.';/",0.5051,0.5177,0.2615
Puppeteer,keyboard,NOT_SUPPORTED,0.4949,0.9056,0.4482
Puppeteer,userAgentData_architecture,MISSING,0.697,0.6011,0.4189
Puppeteer,userAgentData_architecture,x86,0.303,0.5043,0.1528
Puppeteer,audioFormats_audio/x-mpegurl,maybe,0.5051,0.1456,0.0735
Puppeteer,audioFormats_audio/x-mpegurl,MISSING,0.4949,0.8544,0.4229
Puppeteer,detailChrome_app,35,0.5051,0.1456,0.0735
Puppeteer,detailChrome_app,MISSING,0.4949,0.9056,0.4482
Puppeteer,resOverflow,SUPPORTED,1.0,0.0,0.0
Puppeteer,audioFormats_audio/flac,probably,0.5051,0.0944,0.0477
Puppeteer,audioFormats_audio/flac,maybe,0.4949,0.9056,0.4482
Puppeteer,productSub,20030107,0.5051,0.0944,0.0477
Puppeteer,productSub,20100101,0.4949,0.9056,0.4482
Puppeteer,connection-js_type,MISSING,1.0,0.1023,0.1023
Puppeteer,connection-js_effectiveType,4g,0.5051,0.1212,0.0612
Puppeteer,connection-js_effectiveType,MISSING,0.4949,0.9056,0.4482
Puppeteer,accept-encoding,"gzip, deflate, br, zstd",1.0,0.0393,0.0393
Puppeteer,screen_depth,24,1.0,0.2439,0.2439
Puppeteer,permissions_magnetometer,granted,0.5051,0.5216,0.2635
Puppeteer,permissions_magnetometer,NOT_SUPPORTED,0.4949,0.7758,0.384
Puppeteer,cf-connecting-ip,MISSING,1.0,0.0,0.0
Puppeteer,screen_width,1920,1.0,0.3635,0.3635
Puppeteer,referer,INTERNAL,1.0,0.0393,0.0393
Puppeteer,signature-input,MISSING,1.0,0.0511,0.0511
Puppeteer,screen_top,MISSING,0.5051,0.0944,0.0477
Puppeteer,screen_top,0,0.4949,0.9056,0.4482
Puppeteer,userAgentData_fullVersionList,MISSING,0.697,0.5681,0.3959
Puppeteer,userAgentData_fullVersionList,Chromium:145.0.7632.46|Not:A-Brand:99.0.0.0,0.303,1.0,0.303
Puppeteer,window_device_pixel_ratio,1.0,1.0,0.1518,0.1518
Puppeteer,battery,SUPPORTED,0.5051,0.0944,0.0477
Puppeteer,battery,NOT_SUPPORTED,0.4949,0.9056,0.4482
Puppeteer,resOverflow_depth,8925,0.1818,0.9103,0.1655
Puppeteer,resOverflow_depth,8924,0.1212,0.9465,0.1147
Puppeteer,resOverflow_depth,8910,0.101,0.9685,0.0978
Puppeteer,resOverflow_depth,8899,0.101,0.978,0.0988
Puppeteer,resOverflow_depth,24905,0.0202,1.0,0.0202
Puppeteer,resOverflow_depth,25108,0.0202,1.0,0.0202
Puppeteer,resOverflow_depth,24823,0.0202,1.0,0.0202
Puppeteer,resOverflow_depth,24130,0.0202,1.0,0.0202
Puppeteer,resOverflow_depth,25026,0.0202,1.0,0.0202
Puppeteer,resOverflow_depth,24704,0.0202,1.0,0.0202
Puppeteer,resOverflow_depth,24740,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24620,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24945,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24382,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,25148,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,25719,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,17827,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,18884,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,17848,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,22123,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,21019,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,23876,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24827,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24949,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24457,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,25068,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,25271,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,25230,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,23397,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,25596,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,22893,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24497,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24660,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24622,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24785,0.0101,0.9992,0.0101
Puppeteer,resOverflow_depth,25192,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24174,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,25600,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,20845,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,21363,0.0101,0.9992,0.0101
Puppeteer,resOverflow_depth,21382,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,22599,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,22196,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,19405,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,23590,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,24784,0.0101,1.0,0.0101
Puppeteer,resOverflow_depth,23806,0.0101,1.0,0.0101
Puppeteer,battery_onchargingtimechange,MISSING,1.0,0.0,0.0
Puppeteer,userAgentData_brands,MISSING,0.697,0.6011,0.4189
Puppeteer,userAgentData_brands,Chromium:145|Not:A-Brand:99,0.303,0.9237,0.2799
Puppeteer,screen_height,1080,1.0,0.3635,0.3635
Puppeteer,userAgentData_formFactors,MISSING,0.697,0.5681,0.3959
Puppeteer,userAgentData_formFactors,Desktop,0.303,0.4319,0.1309
Puppeteer,sec-ch-ua,"""Chromium"";v=""145"", ""Not:A-Brand"";v=""99""",0.5051,0.9607,0.4852
Puppeteer,sec-ch-ua,MISSING,0.4949,0.9056,0.4482
Puppeteer,upgrade-insecure-requests,MISSING,1.0,0.0,0.0
Puppeteer,multiMediaDevices_speakers,1,0.5051,0.3076,0.1554
Puppeteer,multiMediaDevices_speakers,0,0.4949,0.6947,0.3439
Puppeteer,permissions_push,NOT_SUPPORTED,0.5051,0.0944,0.0477
Puppeteer,permissions_push,prompt,0.4949,0.9056,0.4482
Puppeteer,permissions_notifications,prompt,1.0,0.5893,0.5893
Puppeteer,permissions_clipboard-write,granted,0.5051,0.5216,0.2635
Puppeteer,permissions_clipboard-write,NOT_SUPPORTED,0.4949,0.7758,0.384
Puppeteer,userAgentData,MISSING,0.3939,0.6837,0.2693
Puppeteer,userAgentData,SUPPORTED,0.303,0.3989,0.1209
Puppeteer,userAgentData,NOT_SUPPORTED,0.303,0.9174,0.278
Puppeteer,hardwareConcurrency,8,1.0,0.3533,0.3533
Puppeteer,battery_chargingTime,0,0.5051,0.358,0.1808
Puppeteer,battery_chargingTime,MISSING,0.4949,0.7687,0.3805
Puppeteer,battery_charging,True,0.5051,0.2038,0.1029
Puppeteer,battery_charging,MISSING,0.4949,0.9056,0.4482
Puppeteer,battery_dischargingTime,MISSING,1.0,0.0983,0.0983
Puppeteer,navigator_properties_hash,XY0_CstcP1u9,0.5051,0.4186,0.2114
Puppeteer,navigator_properties_hash,af_j_LS2019b,0.4949,0.9135,0.4521
Puppeteer,audioFormats_audio/3gpp,MISSING,1.0,0.1621,0.1621
Puppeteer,cf-ipcountry,MISSING,1.0,0.0,0.0
Puppeteer,userAgentData_bitness,MISSING,0.697,0.5681,0.3959
Puppeteer,userAgentData_bitness,64,0.303,0.4319,0.1309
Puppeteer,plugins,Plugin 0: PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 1: Chrome PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 2: Chromium PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 3: Microsoft Edge PDF Viewer; Portable Document Format; internal-pdf-viewer. Plugin 4: WebKit built-in PDF; Portable Document Format; internal-pdf-viewer. ,1.0,0.3312,0.3312
Puppeteer,window_outer_height,1060,0.5051,0.9575,0.4836
Puppeteer,window_outer_height,1024,0.4949,0.9607,0.4755
Puppeteer,deviceMemory,8.0,0.5051,0.0952,0.0481
Puppeteer,deviceMemory,NOT_SUPPORTED,0.4949,0.9056,0.4482
Puppeteer,battery_level,1,0.5051,0.428,0.2162
Puppeteer,battery_level,MISSING,0.4949,0.9056,0.4482
Puppeteer,sec-fetch-site,same-site,1.0,0.0,0.0
Puppeteer,resOverflow_errorStacklength,10496,0.2525,0.9465,0.239
Puppeteer,resOverflow_errorStacklength,12416,0.1919,0.9685,0.1859
Puppeteer,resOverflow_errorStacklength,873,0.1313,0.631,0.0829
Puppeteer,resOverflow_errorStacklength,1074,0.1313,0.9386,0.1233
Puppeteer,resOverflow_errorStacklength,924,0.1212,0.8906,0.108
Puppeteer,resOverflow_errorStacklength,1008,0.0707,0.7766,0.0549
Puppeteer,resOverflow_errorStacklength,819,0.0505,0.893,0.0451
